epoch,learning_rate,train_loss,train_accuracy,validation_loss,validation_accuracy,test_loss,test_accuracy
32.0,0.001,3.3475093900892468,0.1910888888888889,3.3848807636260987,0.1904,3.364655991744995,0.1929
33.0,0.001,3.3296840838538277,0.19368888888888888,3.3689537158966063,0.1922,3.3505109329223632,0.1974
34.0,0.001,3.3169303888956705,0.19855555555555557,3.3613250766754152,0.1904,3.337699045562744,0.1981
35.0,0.001,3.30379524146186,0.20082222222222224,3.3524314002990723,0.197,3.332601397705078,0.1986
36.0,0.001,3.292941958448622,0.2018888888888889,3.345675030517578,0.193,3.324769268798828,0.1994
37.0,0.001,3.2830789943271212,0.20355555555555555,3.3394962703704834,0.199,3.312766439819336,0.2006
38.0,0.001,3.2743318684895835,0.20475555555555555,3.3349622886657713,0.1982,3.310280685043335,0.2051
39.0,0.001,3.2647400702582465,0.2068222222222222,3.3199738739013673,0.2006,3.2932560646057127,0.2035
40.0,0.001,3.258373373158773,0.20884444444444444,3.314919033050537,0.1988,3.292024909210205,0.2037
41.0,0.001,3.2503547804090713,0.21004444444444445,3.310238824081421,0.2044,3.28303574256897,0.2076
42.0,0.001,3.240934304555257,0.21242222222222223,3.307299053955078,0.2008,3.283674322128296,0.2063
43.0,0.001,3.2323859447903103,0.2142888888888889,3.3197498466491697,0.1996,3.2930956886291503,0.2048
44.0,0.001,3.2240817304399276,0.2144888888888889,3.287826483154297,0.1998,3.264673621749878,0.2102
45.0,0.001,3.2162734728071425,0.2158,3.2783377269744873,0.2116,3.254809510040283,0.2129
46.0,0.001,3.210767328262329,0.2185777777777778,3.2865379402160646,0.2054,3.264753239440918,0.2109
47.0,0.001,3.201739884694417,0.21964444444444445,3.2697133014678954,0.2138,3.2490324584960937,0.2142
48.0,0.001,3.193781184302436,0.22297777777777777,3.257006434249878,0.2144,3.2391457035064697,0.2113
49.0,0.001,3.1861413630167643,0.2232,3.2591348556518556,0.2158,3.233599561691284,0.2178
50.0,0.001,3.1809799138387045,0.22426666666666667,3.267776223373413,0.214,3.2519094856262205,0.2124
51.0,0.001,3.1724888346778024,0.22555555555555556,3.2508251209259034,0.2192,3.227496354675293,0.2158
52.0,0.001,3.1645910708109537,0.22644444444444445,3.2437518844604494,0.219,3.229509039306641,0.2147
53.0,0.001,3.1566306951734755,0.2282,3.2393151752471923,0.2218,3.2199275207519533,0.2197
54.0,0.001,3.1518870143890383,0.22986666666666666,3.226928719329834,0.2216,3.2083816520690918,0.2209
55.0,0.001,3.1437633242289227,0.2314,3.209983376693726,0.2276,3.195762991333008,0.219
56.0,0.001,3.136601813591851,0.23284444444444444,3.2157487800598146,0.2258,3.201840037536621,0.2214
57.0,0.001,3.128892813873291,0.2338,3.2176738830566407,0.224,3.2048950813293455,0.2194
58.0,0.001,3.12478693262736,0.2339111111111111,3.2242305824279787,0.219,3.209339598083496,0.2222
59.0,0.001,3.116668558459812,0.23744444444444446,3.1971871643066407,0.2304,3.183821604156494,0.2272
60.0,0.001,3.1109509218004017,0.23562222222222223,3.2032197910308837,0.2338,3.195696682739258,0.2238
61.0,0.0001,3.0592478235880534,0.2482888888888889,3.167212316894531,0.2376,3.1537882694244384,0.2338
62.0,0.0001,3.053569589148627,0.24993333333333334,3.1648599937438964,0.2374,3.1518059532165528,0.2332
63.0,0.0001,3.0512898785061306,0.24962222222222222,3.1648359645843507,0.2368,3.1504431076049806,0.232
64.0,0.0001,3.0500633696662054,0.2506888888888889,3.1617875816345213,0.2382,3.146971731185913,0.2335
65.0,0.0001,3.0480394927978516,0.24986666666666665,3.1630932605743407,0.2388,3.1490653884887694,0.2346
66.0,0.0001,3.047015581003825,0.2501777777777778,3.1612164543151855,0.2426,3.147501811981201,0.2339
67.0,0.0001,3.0455814763387044,0.2519777777777778,3.1617162456512453,0.2394,3.146471509552002,0.2337
68.0,0.0001,3.044290667936537,0.24988888888888888,3.1590242736816405,0.2426,3.143708541107178,0.234
69.0,0.0001,3.042958515930176,0.2501111111111111,3.1583272621154785,0.2444,3.1447057247161867,0.2337
70.0,0.0001,3.0416005370246038,0.2516888888888889,3.1599303714752196,0.2412,3.144756958770752,0.2361
71.0,0.0001,3.040947580210368,0.25135555555555555,3.155198099899292,0.2424,3.14304430809021,0.2347
72.0,0.0001,3.03984008424547,0.25206666666666666,3.1560634185791017,0.2428,3.142174562072754,0.2362
73.0,0.0001,3.0387705134073895,0.25108888888888886,3.156091121673584,0.2416,3.143630662536621,0.2344
74.0,0.0001,3.0376587155659993,0.2518666666666667,3.1536047954559328,0.2416,3.140131201171875,0.2372
75.0,0.0001,3.036227350616455,0.25204444444444446,3.153037551879883,0.2444,3.1390144134521485,0.2359
76.0,0.0001,3.0346577557881673,0.2534222222222222,3.1516959007263186,0.2446,3.1398100505828856,0.2357
77.0,0.0001,3.033874929216173,0.2521111111111111,3.1489557373046875,0.2412,3.1375171783447264,0.2367
78.0,0.0001,3.0322487796359594,0.2527111111111111,3.148057151031494,0.245,3.1373380725860596,0.2355
79.0,0.0001,3.03171099442376,0.2532888888888889,3.150610287475586,0.2436,3.1374152881622313,0.2365
80.0,0.0001,3.030095252990723,0.2529777777777778,3.1498279262542725,0.242,3.1378212944030763,0.2356
81.0,0.0001,3.0293597136603463,0.25306666666666666,3.1527293846130373,0.2446,3.139428521347046,0.2345
82.0,0.0001,3.0283248910268146,0.2534888888888889,3.1455541271209717,0.2436,3.135576755142212,0.2383
83.0,0.0001,3.0269568962521025,0.25362222222222225,3.1434409790039064,0.2448,3.1327055225372313,0.2379
84.0,0.0001,3.0256838631100127,0.25408888888888886,3.146382078552246,0.2426,3.134453402328491,0.2384
85.0,0.0001,3.024444175635444,0.25393333333333334,3.1440946678161623,0.2448,3.1342690658569334,0.2373
86.0,0.0001,3.0233637665218778,0.25504444444444446,3.1438405563354492,0.2456,3.13271448097229,0.2362
87.0,0.0001,3.0221859747144912,0.25404444444444446,3.1382917846679685,0.247,3.1300488029479983,0.238
88.0,0.0001,3.0216097677442764,0.2545777777777778,3.139489134979248,0.2448,3.1285768169403076,0.2376
89.0,0.0001,3.020381708272298,0.25477777777777777,3.1382508102416993,0.2494,3.1288034240722657,0.2372
90.0,0.0001,3.019117685953776,0.2557111111111111,3.138232424163818,0.2462,3.128155221939087,0.2397
91.0,1e-05,3.0110517469194202,0.256,3.1355164546966554,0.247,3.125968272781372,0.2382
92.0,1e-05,3.0103335159301756,0.2571333333333333,3.1353559562683104,0.2474,3.1256912635803222,0.2381
93.0,1e-05,3.0100900985293917,0.2572,3.1351171878814696,0.248,3.1253982345581055,0.2384
94.0,1e-05,3.0098437630547417,0.2572888888888889,3.1355684593200683,0.2464,3.125382363128662,0.2383
95.0,1e-05,3.0098028104994032,0.25706666666666667,3.1354248008728027,0.2474,3.1250417015075684,0.2383
96.0,1e-05,3.009609639400906,0.2576,3.13495219039917,0.2466,3.1244878841400148,0.2376
97.0,1e-05,3.0095337125990125,0.25753333333333334,3.1346788497924805,0.247,3.124756000137329,0.239
98.0,1e-05,3.00932857577006,0.25722222222222224,3.1350891677856447,0.247,3.1252933837890624,0.2376
99.0,1e-05,3.009303521431817,0.25726666666666664,3.1348928398132325,0.247,3.124946324157715,0.2381
100.0,1e-05,3.009158518218994,0.2576222222222222,3.13432580909729,0.2472,3.1243184326171876,0.2384
