epoch,learning_rate,train_loss,train_accuracy,validation_loss,validation_accuracy,test_loss,test_accuracy
1.0,0.01,6.694941172281901,0.010133333333333333,4.703732681274414,0.0094,4.680364152526855,0.012
2.0,0.009997532801828659,4.7138041158888075,0.012933333333333333,4.671316502380371,0.0114,4.663416459655762,0.0124
3.0,0.00999013364214136,4.661380805121528,0.012666666666666666,4.672107373046875,0.0122,4.6684717842102055,0.014
4.0,0.009977809823015401,4.624194630771213,0.013266666666666666,4.586519767761231,0.0142,4.587597074127197,0.0128
5.0,0.009960573506572392,4.593826397196452,0.014933333333333333,4.586787460327148,0.0204,4.578133003234863,0.021
6.0,0.00993844170297569,4.541235713450114,0.020044444444444445,4.485565948486328,0.03,4.483480996704102,0.0271
7.0,0.009911436253643446,4.425613499281141,0.031822222222222224,4.3884990081787105,0.0336,4.367663180541992,0.0348
8.0,0.009879583809693738,4.353916071234809,0.036644444444444445,4.352463370513916,0.0372,4.346300590515137,0.0362
9.0,0.009842915805643155,4.337803360324436,0.04013333333333333,4.348604507446289,0.0302,4.357977577209473,0.0325
10.0,0.009801468428384716,4.222964394293891,0.04975555555555555,4.141663838195801,0.0586,4.1271415687561035,0.0616
11.0,0.009755282581475767,4.0732220831977,0.06955555555555555,4.02695347480774,0.0742,4.015928900909424,0.0778
12.0,0.009704403844771127,3.9268781222873264,0.09397777777777777,3.8675252281188963,0.0974,3.8543882705688475,0.1042
13.0,0.009648882429441256,3.7994489279852974,0.11375555555555555,3.7561244441986084,0.1252,3.7556146377563477,0.1158
14.0,0.009588773128419903,3.699126406266954,0.12935555555555556,3.6675850357055664,0.128,3.6828896106719973,0.1342
15.0,0.009524135262330096,3.606031120766534,0.1433111111111111,3.589877096557617,0.1522,3.586922937011719,0.1525
16.0,0.009455032620941838,3.513924631669786,0.16048888888888888,3.4634424571990965,0.1694,3.4652792205810545,0.1711
17.0,0.009381533400219317,3.427010797203912,0.17535555555555554,3.3962911853790283,0.182,3.405632218170166,0.1808
18.0,0.009303710135019717,3.334215623474121,0.1912222222222222,3.290694523239136,0.2048,3.297750465774536,0.1978
19.0,0.009221639627510075,3.2406710884518093,0.20944444444444443,3.2665234954833986,0.2164,3.256680374908447,0.2103
20.0,0.00913540287137281,3.1637079868740505,0.22255555555555556,3.1825624053955077,0.2324,3.1843050491333007,0.2245
21.0,0.009045084971874739,3.0955067694769967,0.23751111111111112,3.06600216255188,0.2514,3.0781280967712403,0.2469
22.0,0.008950775061878453,3.039715939839681,0.24913333333333335,3.0794076820373535,0.244,3.0792731174468995,0.2437
23.0,0.008852566213878947,2.989856562550863,0.26008888888888887,3.006407271575928,0.2614,3.00746632232666,0.2611
24.0,0.008750555348152299,2.947607066260444,0.2681777777777778,2.9977038772583007,0.2626,2.9997917415618898,0.2613
25.0,0.00864484313710706,2.909992573759291,0.2733333333333333,2.964105877685547,0.2674,2.956129845428467,0.2695
26.0,0.008535533905932738,2.874087513393826,0.27982222222222225,2.937543244934082,0.2746,2.9458458015441895,0.2746
27.0,0.008422735529643444,2.8445385967254637,0.28544444444444445,2.9236020393371582,0.2738,2.9327286785125732,0.2766
28.0,0.00830655932661826,2.811087901857164,0.29435555555555554,2.910893995666504,0.2786,2.9156964847564697,0.282
29.0,0.00818711994874345,2.7804155041164824,0.2993111111111111,2.8672381828308104,0.2936,2.879216429901123,0.2948
30.0,0.008064535268264884,2.7565901776631674,0.3041333333333333,2.836989488220215,0.2922,2.843304560852051,0.2982
31.0,0.007938926261462368,2.7296192125956216,0.3084,2.851282320404053,0.2944,2.8664279041290284,0.2889
32.0,0.007810416889260655,2.69004571524726,0.3164222222222222,2.8306920341491697,0.2924,2.8388413970947264,0.2939
33.0,0.0076791339748949845,2.6615685002221,0.32193333333333335,2.8131107398986814,0.3004,2.8164207122802734,0.3016
34.0,0.007545207078751858,2.6276930560217964,0.32966666666666666,2.769708885192871,0.3036,2.7677358959197997,0.3093
35.0,0.007408768370508578,2.6031552241007487,0.33426666666666666,2.732316017150879,0.3244,2.7342906509399416,0.3185
36.0,0.0072699524986977355,2.5709149895562065,0.33982222222222225,2.7185772666931154,0.3212,2.7264857387542722,0.316
37.0,0.007128896457825365,2.5397067036098906,0.3476222222222222,2.7206695514678954,0.3184,2.732593162536621,0.3179
38.0,0.006985739453173905,2.513155267884996,0.35302222222222224,2.655423589706421,0.3284,2.666496531677246,0.3241
39.0,0.006840622763423393,2.478739810816447,0.3595333333333333,2.65377193107605,0.3318,2.6599612369537353,0.3318
40.0,0.00669368960122646,2.4543802449120418,0.36262222222222223,2.6916318603515625,0.3252,2.6947547367095948,0.3279
41.0,0.00654508497187474,2.4275700957404243,0.3690222222222222,2.64362232131958,0.3328,2.660601565170288,0.3295
42.0,0.00639495553019615,2.3995499847412107,0.37175555555555556,2.6313372230529786,0.3326,2.631770513534546,0.3328
43.0,0.006243449435824276,2.3679859905666776,0.3808888888888889,2.5932639823913575,0.3364,2.6087160484313965,0.3396
44.0,0.006090716206982716,2.34455163614485,0.3862,2.613148947906494,0.3398,2.6165306888580324,0.3353
45.0,0.005936906572928627,2.3112752475738527,0.39122222222222225,2.572268546295166,0.3448,2.593463822555542,0.3467
46.0,0.005782172325201158,2.2946812911987307,0.3972,2.5439014163970946,0.3514,2.5431581394195555,0.3578
47.0,0.0056266661678215256,2.261961584218343,0.4036444444444444,2.5392413734436037,0.3602,2.538946064376831,0.3563
48.0,0.005470541566592575,2.233483520126343,0.4105111111111111,2.5600286376953125,0.3494,2.5734498218536377,0.3523
49.0,0.0053139525976465705,2.2040873702155217,0.4189555555555556,2.535217956161499,0.3544,2.535058562088013,0.3636
50.0,0.005157053795390645,2.1779413499620226,0.4215333333333333,2.551896615600586,0.3534,2.542246797943115,0.3581
51.0,0.005000000000000004,2.150291764492459,0.42806666666666665,2.512345606994629,0.3586,2.5127738975524903,0.3605
52.0,0.004842946204609362,2.122561839866638,0.43506666666666666,2.5207134910583497,0.3572,2.5263360683441163,0.3688
53.0,0.004686047402353437,2.094623134443495,0.4404,2.50861591796875,0.3612,2.511149225997925,0.367
54.0,0.004529458433407432,2.0623962794409856,0.4476,2.5097275508880617,0.3642,2.5216481296539306,0.3631
55.0,0.0043733338321784825,2.037596755133735,0.4540222222222222,2.466490924453735,0.365,2.480401496887207,0.3698
56.0,0.004217827674798849,2.0168664773729112,0.45886666666666664,2.478510859680176,0.3684,2.483099017333984,0.3707
57.0,0.00406309342707138,1.991200182999505,0.4641777777777778,2.522380963134766,0.365,2.5165403182983397,0.3707
58.0,0.003909283793017292,1.9596026478237576,0.4706,2.481439328765869,0.3688,2.4814195960998533,0.3759
59.0,0.0037565505641757287,1.9281353242662218,0.4811111111111111,2.4937262691497804,0.3636,2.493700356674194,0.3715
60.0,0.0036050444698038572,1.8968471199035644,0.48388888888888887,2.5242529106140137,0.363,2.5260347778320313,0.3735
61.0,0.003454915028125267,1.8690467526753745,0.49148888888888886,2.478567849731445,0.3766,2.4824810287475585,0.3772
62.0,0.003306310398773546,1.8405949148601957,0.4994,2.5041768577575683,0.368,2.5233081748962403,0.3713
63.0,0.0031593772365766143,1.813066290113661,0.5062,2.489839775466919,0.3756,2.5037198863983154,0.3794
64.0,0.0030142605468260987,1.7843980759514704,0.5125777777777778,2.5026603004455565,0.3708,2.4890647270202635,0.3844
65.0,0.002871103542174639,1.7488668596903483,0.521,2.4765581604003906,0.383,2.497535568237305,0.3884
66.0,0.002730047501302268,1.7188848789638944,0.5265777777777778,2.528199437713623,0.3752,2.546215337753296,0.383
67.0,0.0025912316294914245,1.6856859333250258,0.5347777777777778,2.534953176879883,0.374,2.5453406856536867,0.3753
68.0,0.002454792921248145,1.6530407430860732,0.5455333333333333,2.521964092636108,0.3782,2.5304084064483643,0.3767
69.0,0.002320866025105017,1.626120591290792,0.5498,2.503569346618652,0.3734,2.5224238574981688,0.3822
70.0,0.002189583110739348,1.5886744622124567,0.5612888888888888,2.5714020317077635,0.3704,2.57261128616333,0.3769
71.0,0.002061073738537636,1.5546300525453356,0.5687555555555556,2.5506005378723144,0.3816,2.5493006717681883,0.3846
72.0,0.001935464731735118,1.5228685602400038,0.5768444444444445,2.5840477111816407,0.3758,2.5831879333496093,0.3771
73.0,0.0018128800512565522,1.4874627307044135,0.5865555555555556,2.563161068725586,0.3812,2.5597822296142576,0.385
74.0,0.0016934406733817423,1.457788034439087,0.5903555555555555,2.568500309753418,0.3794,2.5658937549591063,0.3831
75.0,0.0015772644703565572,1.4171057045830622,0.6000222222222222,2.60746065788269,0.377,2.6034994647979737,0.382
76.0,0.0014644660940672635,1.3844050315856933,0.6118444444444444,2.602884255218506,0.3802,2.5837746780395507,0.3877
77.0,0.001355156862892944,1.348815211698744,0.6226,2.6354833572387695,0.371,2.607694524002075,0.3899
