epoch,learning_rate,train_loss,train_accuracy,validation_loss,validation_accuracy,test_loss,test_accuracy
29.0,0.001,0.07402877984891335,0.9771777777777778,4.879414695739746,0.3788,4.756753276062012,0.3788
30.0,0.001,0.047898564026753104,0.9861777777777778,4.760252114105224,0.3964,4.667297255325318,0.3977
31.0,0.001,0.0196381718304254,0.9955333333333334,4.534585573196411,0.4074,4.492597713470459,0.4071
32.0,0.001,0.00989095020635157,0.9978222222222223,4.396074956130981,0.4166,4.363119862365723,0.4195
33.0,0.001,0.005449864048634966,0.9991777777777778,4.338853830718994,0.4156,4.273243182373047,0.4232
34.0,0.001,0.0044040760678446126,0.9993333333333333,4.301207099151611,0.417,4.213662133789063,0.4242
35.0,0.001,0.0035235530771625537,0.9994,4.200581697845459,0.4218,4.131608460235595,0.4292
36.0,0.001,0.003096305106466429,0.9993777777777778,4.165312518310547,0.4222,4.093352519607544,0.4318
37.0,0.001,0.002505486808010998,0.9996222222222222,4.136185538864136,0.4226,4.054986128997803,0.4313
38.0,0.001,0.0022488398482764346,0.9997111111111111,4.072157585144043,0.4256,3.992282007598877,0.4342
39.0,0.001,0.002180406614786221,0.9997111111111111,4.03037360458374,0.4242,3.9454991458892823,0.4352
40.0,0.001,0.002328106219932023,0.9996444444444444,4.001338408660889,0.4236,3.9117703552246095,0.4373
41.0,0.001,0.0022701312344624762,0.9996666666666667,3.961055466842651,0.4276,3.8649934158325197,0.4365
42.0,0.001,0.002257298178970814,0.9996888888888888,3.9115627529144286,0.4292,3.830053186035156,0.4359
43.0,0.001,0.0023567245588534407,0.9996444444444444,3.885167202758789,0.4254,3.7854037826538085,0.4371
44.0,0.001,0.002587245345612367,0.9996222222222222,3.851295740509033,0.427,3.7525400745391844,0.4386
45.0,0.001,0.0025610899792777165,0.9996666666666667,3.817526697921753,0.4276,3.723010111999512,0.4375
46.0,0.001,0.0026648051164837347,0.9996222222222222,3.7756825244903562,0.4298,3.686971041107178,0.4371
47.0,0.001,0.0026422341808573237,0.9996666666666667,3.750853622055054,0.4324,3.654927210235596,0.439
48.0,0.001,0.0025933420550078154,0.9996888888888888,3.729356097793579,0.4294,3.631107483673096,0.4376
49.0,0.001,0.002785125754608048,0.9996666666666667,3.7153189361572267,0.43,3.611202654647827,0.4363
50.0,0.001,0.006850752401020792,0.9987333333333334,3.6804711332321167,0.4292,3.5901666053771972,0.4376
51.0,0.001,0.005622849132658707,0.9989555555555556,3.6862846424102784,0.4302,3.5923479312896727,0.4383
52.0,0.001,0.005211561654880643,0.9991777777777778,3.6396785789489745,0.4286,3.554074966430664,0.4381
53.0,0.001,0.0031425784703344108,0.9996888888888888,3.614005982017517,0.4328,3.5304377574920656,0.4379
54.0,0.001,0.0036422293950700096,0.9995777777777778,3.611674160194397,0.4324,3.518085640335083,0.4379
55.0,0.001,0.003545098606683314,0.9996222222222222,3.574160928916931,0.432,3.4861843799591066,0.4395
56.0,0.001,0.0033383707153300446,0.9996666666666667,3.5651729850769045,0.4318,3.477233692550659,0.4397
57.0,0.001,0.003309514453427659,0.9996888888888888,3.5448595165252685,0.4322,3.4556380744934083,0.4404
58.0,0.001,0.003334038472175598,0.9996666666666667,3.526355248260498,0.432,3.438989636993408,0.443
59.0,0.001,0.0036532402783632277,0.9996,3.5239428997039797,0.4324,3.4358553382873533,0.4419
60.0,0.001,0.003657127886099948,0.9996666666666667,3.5102641925811766,0.4324,3.42029714012146,0.4398
61.0,0.001,0.003731574097689655,0.9997333333333334,3.4986554109573365,0.433,3.4170621295928956,0.4403
62.0,0.001,0.004102127792106734,0.9996,3.486467377281189,0.4356,3.403131635284424,0.4397
63.0,0.001,0.057496655199718145,0.9843111111111111,3.838746135520935,0.3596,3.760329387664795,0.3569
64.0,0.001,0.496107406229443,0.8408666666666667,3.7360699810028075,0.362,3.677733313751221,0.3685
65.0,0.001,0.2529175307194392,0.9172,3.8951114698410034,0.3736,3.852169320678711,0.3769
66.0,0.001,0.13277489898602168,0.9594444444444444,3.9328699897766115,0.378,3.8582464389801023,0.3954
67.0,0.001,0.03277557808044884,0.9935333333333334,3.7370885452270506,0.4088,3.659941254043579,0.4185
68.0,0.001,0.009188845358375046,0.9986666666666667,3.695958006286621,0.4166,3.613030361175537,0.4267
69.0,0.001,0.006223310382146802,0.9991333333333333,3.605009665298462,0.429,3.553679630279541,0.4314
70.0,0.001,0.0035290313165220947,0.9995333333333334,3.6028623691558836,0.427,3.5384055603027345,0.4344
71.0,0.001,0.0029542490164852805,0.9996888888888888,3.562376778411865,0.4348,3.497412437438965,0.4385
72.0,0.001,0.0032690152033542593,0.9995777777777778,3.535171734046936,0.4356,3.462011616897583,0.4382
73.0,0.001,0.0029126474438028204,0.9996888888888888,3.543614328956604,0.4292,3.4586977951049804,0.4375
74.0,0.001,0.0034273974084605774,0.9995555555555555,3.486275038909912,0.4344,3.4100944919586182,0.4383
75.0,0.001,0.002702195528894663,0.9997555555555555,3.4648634260177613,0.436,3.3945464618682863,0.4376
76.0,0.001,0.0028042961144198976,0.9996888888888888,3.4581763652801514,0.4354,3.3765249408721925,0.4376
77.0,0.001,0.0030341399892336793,0.9996666666666667,3.4183476354599,0.436,3.3459860736846925,0.439
78.0,0.001,0.0029361977922419706,0.9997333333333334,3.408201014709473,0.4372,3.3313274253845213,0.4403
79.0,0.001,0.0030758362898810044,0.9996666666666667,3.3924716941833495,0.4398,3.3173181579589843,0.4399
80.0,0.001,0.003160931209350626,0.9996666666666667,3.3804422082901002,0.437,3.3003325035095217,0.4396
81.0,0.001,0.0031775403399434353,0.9996888888888888,3.3659182838439943,0.4368,3.2853301902770995,0.4413
82.0,0.001,0.0033384285610583092,0.9996888888888888,3.3540577953338624,0.4398,3.274619134902954,0.4402
83.0,0.001,0.0033227151928676498,0.9997111111111111,3.336314757347107,0.4368,3.259514154434204,0.4405
84.0,0.001,0.003288864957044522,0.9997333333333334,3.332441234970093,0.4388,3.250562768173218,0.4423
85.0,0.001,0.003344737468452917,0.9997111111111111,3.3260374660491943,0.4376,3.2448436222076418,0.4419
86.0,0.001,0.003696809042659071,0.9996222222222222,3.3158846742630006,0.4394,3.2400686031341555,0.4425
87.0,0.001,0.32677609839878147,0.8975333333333333,3.6472830379486085,0.349,3.6137705726623537,0.3518
88.0,0.001,0.4889609156423145,0.8451111111111111,3.6013290641784668,0.3678,3.52706974105835,0.3697
89.0,0.001,0.19725107353727023,0.9412,3.618954052734375,0.3878,3.525281004714966,0.3865
90.0,0.001,0.05567098768585258,0.9882888888888889,3.613944137573242,0.4024,3.5263875972747805,0.4105
91.0,0.001,0.014122255104614628,0.9981333333333333,3.4973213525772096,0.418,3.434327519607544,0.4299
92.0,0.001,0.008297012474056746,0.9986666666666667,3.4627819690704347,0.4228,3.4134587852478027,0.4274
93.0,0.001,0.00454196208572636,0.9994222222222222,3.4148210651397704,0.4268,3.3668286106109617,0.4373
94.0,0.001,0.0034152434209982555,0.9996888888888888,3.387176993179321,0.4326,3.3433099098205568,0.4407
95.0,0.001,0.0029114024021559292,0.9997555555555555,3.3784512073516844,0.4356,3.326161219406128,0.4423
96.0,0.001,0.0031096598657468955,0.9996666666666667,3.3535398910522463,0.4326,3.30041236076355,0.4432
97.0,0.001,0.0028587366190635497,0.9997111111111111,3.3413639408111573,0.434,3.283661251068115,0.4434
98.0,0.001,0.003250996546819806,0.9996222222222222,3.327485385322571,0.435,3.2723832874298098,0.4398
99.0,0.001,0.003306842519094547,0.9996222222222222,3.3141653512954714,0.4388,3.253588501358032,0.4412
100.0,0.001,0.003126038925184144,0.9997333333333334,3.380554591369629,0.424,3.3190764751434325,0.4279
